cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
RL-s15-b150-a1.00,BT-v2,50,0.61,0.47163284347214507,0.732670684718516,0.7391304347826086,0.54,0.33199999999999974,8.3,113.34849999999565,0.0,0.033440391985710166,0.038437424661407746
RL-s17-b275-a1.00,BT-v2,50,0.61,0.47163284347214507,0.732670684718516,0.6527777777777778,0.28,0.5739999999999996,14.35,118.4549999999954,0.013567553181972695,0.03055056960401706,0.0583912753698071
RL-s8-b300-a1.00,BT-v2,50,0.605,0.46671700755173084,0.7282999966302638,0.7142857142857143,0.51,0.27599999999999997,6.9,116.2619999999955,0.0,0.04356145289886233,0.0469587259190218
RL-s10-b150-a1.00,BT-v2,50,0.6,0.46181437747589366,0.7239161026974346,0.6666666666666666,0.4,0.47450000000000003,11.8625,110.70049999999578,0.0,0.03287491888746465,0.04015081740809863
RL-s11-b225-a1.00,BT-v2,50,0.6,0.46181437747589366,0.7239161026974346,0.6724137931034483,0.42,0.25749999999999995,6.4375,114.9879999999956,0.0,0.025214636699976412,0.030325288832870598
RL-s16-b225-a1.00,BT-v2,50,0.59,0.45204842634378306,0.7151090058122124,0.6956521739130435,0.54,0.4429999999999998,11.075,110.0924999999958,0.000886023294509151,0.04777850313014533,0.05452800516173917
RL-s16-b50-a1.00,BT-v2,50,0.59,0.45204842634378306,0.7151090058122124,0.68,0.5,0.37749999999999984,9.4375,115.41849999999555,0.018031643426148148,0.037988941745063294,0.05954236517571943
RL-s15-b50-a1.00,BT-v2,50,0.585,0.4471849622457635,0.7106859459015654,0.6808510638297872,0.53,0.8314999999999998,20.7875,104.58349999999618,0.04706311408398266,0.036104525314678025,0.10094456413751458
RL-s10-b100-a1.00,BT-v2,50,0.58,0.44233441768578236,0.7062499664528802,0.6379310344827587,0.42,0.2695,6.7375,117.45099999999547,0.04482763629469513,0.030046981018394748,0.07821247889671927
RL-s13-b75-a1.00,BT-v2,50,0.58,0.44233441768578236,0.7062499664528802,0.6739130434782609,0.54,0.3309999999999998,8.275,115.11899999999555,0.023972545757071542,0.0358804879873931,0.06979103390293068
RL-s15-b75-a1.00,BT-v2,50,0.58,0.44233441768578236,0.7062499664528802,0.6666666666666666,0.52,0.31399999999999995,7.85,113.82299999999563,0.026377711310022048,0.03636337141721983,0.07439595621037723
