cond,score,surv_time,viol_total,wez_time,score_heldout,d_star,d_star_090,d_star_095,d_star_099,fidelity_at_4,n_leaves,n_samples,family,train_seed,budget,alpha,bt_version,d_star_common,d_star_090_common,d_star_099_common,f4_common,coverage_entropy,coverage_std
HYB-s14-b100-a0.50,0.645,105.470499999996,0.054867054888795,0.8958749999999988,0.715,17.0,4.0,17.0,17.0,0.9077792371424244,3671.0,33211,Hybrid,14,100,0.5,-1,17.0,5.0,17.0,0.8977085828977165,0.6895367182328644,0.2323008200070791
HYB-s12-b100-a0.25,0.645,105.511374999996,0.0684063665800777,1.0448749999999989,0.7575,17.0,3.0,17.0,17.0,0.9192079409554064,3368.0,31133,Hybrid,12,100,0.25,-1,6.0,2.0,17.0,0.9385263575905336,0.6839097355351481,0.2261744496807645
RL-s8-b100-a1.00,0.645,115.77862499999551,0.0320270642100767,0.255875,0.655,3.0,2.0,3.0,17.0,0.9633995657977794,8.0,34637,RL,8,100,1.0,-1,7.0,3.0,17.0,0.9064698089575748,0.6446321447965594,0.2302939994495478
HYB-s0-b100-a0.25,0.645,101.09074999999626,0.0984138555900471,1.5087499999999978,0.8325,17.0,3.0,17.0,17.0,0.9223386487017194,3238.0,30964,Hybrid,0,100,0.25,-1,5.0,2.0,17.0,0.93658905260392,0.6861740860279313,0.2299867057944148
HYB-s4-b300-a0.50,0.645,106.37337499999596,0.0649899890359859,0.7156249999999993,0.68,17.0,3.0,17.0,17.0,0.9173697096741456,4299.0,31023,Hybrid,4,300,0.5,-1,17.0,4.0,17.0,0.9078007737523828,0.6732292902171155,0.2273620657005535
RL-s18-b200-a1.00,0.64375,116.56362499999548,0.0384470718524905,0.3624999999999999,0.6875,6.0,1.0,6.0,17.0,0.9404969833091288,62.0,34901,RL,18,200,1.0,-1,17.0,7.0,17.0,0.8727455289950954,0.6609475330723116,0.2238627805925929
HYB-s17-b100-a0.75,0.64375,113.60824999999562,0.0514949080471669,0.9726249999999992,0.7175,17.0,4.0,17.0,17.0,0.9024056591893316,4000.0,34758,Hybrid,17,100,0.75,-1,17.0,5.0,17.0,0.8959792397285641,0.6717031918383441,0.240790352630248
RL-s8-b300-a1.00,0.6425000000000001,116.26474999999547,0.0403899999514901,0.338125,0.65,7.0,4.0,7.0,17.0,0.9101923367475904,109.0,34562,RL,8,300,1.0,-1,17.0,17.0,17.0,0.8351692287122097,0.6752364326866644,0.2226785042523396
RL-s11-b200-a1.00,0.6425,116.31149999999548,0.0334034087167022,0.331125,0.6275,5.0,3.0,5.0,17.0,0.9389176281624636,32.0,34836,RL,11,200,1.0,-1,17.0,7.0,17.0,0.8365062115469731,0.6930122382297792,0.2613688398095036
HYB-s11-b100-a0.75,0.6412500000000001,113.9654999999956,0.042473804938712,0.5648749999999996,0.685,17.0,5.0,17.0,17.0,0.8989680069001317,3858.0,31698,Hybrid,11,100,0.75,-1,17.0,8.0,17.0,0.8878884322484916,0.702536081353019,0.2540587773601514
HYB-s11-b300-a0.50,0.6412500000000001,105.89812499999596,0.0733614287682284,0.8361249999999989,0.7225,17.0,3.0,17.0,17.0,0.9222306504764438,3841.0,29519,Hybrid,11,300,0.5,-1,17.0,4.0,17.0,0.9047696327094824,0.6799598258175278,0.2223129641624689
HYB-s7-b200-a0.25,0.64125,101.17249999999623,0.0838774915296489,1.2232499999999984,0.765,17.0,4.0,17.0,17.0,0.9008815052417076,3743.0,30263,Hybrid,7,200,0.25,-1,17.0,4.0,17.0,0.915907927939714,0.7037148698500544,0.2404949871003543
HYB-s0-b300-a0.25,0.63875,106.76099999999592,0.0718671113004219,1.1134999999999986,0.7475,5.0,2.0,5.0,17.0,0.9475766836102352,32.0,33372,Hybrid,0,300,0.25,-1,6.0,3.0,17.0,0.9258891633929478,0.6766860454153958,0.2181473878936937
RL-s0-b0-a1.00,0.6387499999999999,105.08612499999607,0.09556612407754,1.4877499999999984,0.84,2.0,1.0,2.0,17.0,0.9749631399800442,4.0,31100,RL,0,0,1.0,-1,4.0,1.0,17.0,0.9551189350028528,0.7092869851738921,0.2497979573796047
HYB-s6-b100-a0.75,0.6387499999999999,117.41187499999543,0.0291875887619494,0.3145,0.63,17.0,2.0,17.0,17.0,0.9195657052699316,5023.0,35389,Hybrid,6,100,0.75,-1,17.0,4.0,17.0,0.9013239814278452,0.6479741418986497,0.2241345056220118
HYB-s10-b200-a0.50,0.6387499999999999,107.06537499999592,0.0471651157351429,0.5872499999999996,0.6625,17.0,5.0,17.0,17.0,0.897978092450472,4316.0,30091,Hybrid,10,200,0.5,-1,17.0,7.0,17.0,0.8582230011257008,0.6729504776658334,0.2335752555791146
HYB-s6-b300-a0.50,0.6375,108.29887499999585,0.0551300967438306,0.5684999999999995,0.6725,17.0,3.0,17.0,17.0,0.9253058301895976,3581.0,33144,Hybrid,6,300,0.5,-1,17.0,6.0,17.0,0.8755572049959334,0.6854825195750155,0.2367926234107462
HYB-s7-b200-a0.75,0.63625,109.35424999999586,0.079680013921658,0.9671249999999986,0.7425,17.0,6.0,17.0,17.0,0.888506859702837,3039.0,31948,Hybrid,7,200,0.75,-1,17.0,17.0,17.0,0.8565019641762919,0.7149575500812523,0.2659026676199212
HYB-s2-b200-a0.25,0.63625,101.86474999999618,0.0781857594367423,1.0638749999999988,0.7275,17.0,4.0,17.0,17.0,0.9145507670021324,3155.0,29963,Hybrid,2,200,0.25,-1,6.0,3.0,17.0,0.9315656477105666,0.7066206744407021,0.24262429524997
HYB-s0-b0-a0.50,0.63625,105.26062499999604,0.0955079137082866,1.486999999999998,0.8275,3.0,1.0,3.0,17.0,0.9677290751298626,8.0,30177,Hybrid,0,0,0.5,-1,4.0,1.0,17.0,0.9617287297520531,0.7058846273484736,0.2460408309980499
HYB-s4-b100-a0.25,0.635,103.51387499999608,0.0762709754553304,1.1061249999999987,0.755,17.0,3.0,17.0,17.0,0.9163177606888075,4307.0,31972,Hybrid,4,100,0.25,-1,5.0,3.0,17.0,0.9432622905070532,0.6802590910120297,0.2203777244192349
HYB-s3-b300-a0.25,0.635,105.923624999996,0.0740708325589739,1.1561249999999987,0.74,17.0,4.0,17.0,17.0,0.9201465038307048,3048.0,32311,Hybrid,3,300,0.25,-1,5.0,2.0,17.0,0.940018561605328,0.6881507369664184,0.2387271637227442
RL-s19-b200-a1.00,0.635,116.19824999999553,0.0317436019878425,0.429625,0.655,4.0,2.0,4.0,17.0,0.9620612428693084,16.0,35266,RL,19,200,1.0,-1,17.0,8.0,17.0,0.853534663980656,0.6796187932602731,0.2565148267190985
RL-s13-b200-a1.00,0.63375,115.73524999999552,0.0296490638197916,0.38325,0.63,6.0,4.0,6.0,17.0,0.9195536257491496,64.0,34514,RL,13,200,1.0,-1,17.0,17.0,17.0,0.7691243263497836,0.6758830348044625,0.2590177353342957
HYB-s12-b100-a0.50,0.63375,104.59049999999608,0.0661458238522037,0.9008749999999988,0.7075,17.0,4.0,17.0,17.0,0.9057744666113736,3265.0,30333,Hybrid,12,100,0.5,-1,9.0,4.0,17.0,0.9217880338663992,0.6824443694597162,0.2319103930083399
RL-s18-b100-a1.00,0.63375,113.83587499999564,0.0660246216350799,0.9969999999999992,0.6925,16.0,4.0,16.0,17.0,0.9033785744172276,2977.0,34526,RL,18,100,1.0,-1,17.0,5.0,17.0,0.8951826467836339,0.6998383611740908,0.2530356693129533
RL-s10-b100-a1.00,0.63375,115.55062499999556,0.0564102168788118,0.7412499999999993,0.695,9.0,4.0,9.0,17.0,0.9116172176148636,379.0,34602,RL,10,100,1.0,-1,17.0,7.0,17.0,0.8658247246266615,0.7045646724407986,0.2575789645918951
HYB-s8-b300-a0.50,0.63375,107.36199999999592,0.047596578678251,0.845749999999999,0.6925,17.0,5.0,17.0,17.0,0.889921165588744,3321.0,32126,Hybrid,8,300,0.5,-1,17.0,5.0,17.0,0.8881557612286876,0.6821287090123976,0.2280385664579553
HYB-s15-b300-a0.25,0.6325000000000001,101.4939999999962,0.070555337093391,1.0403749999999987,0.7375,17.0,3.0,17.0,17.0,0.9272503318125748,3630.0,29843,Hybrid,15,300,0.25,-1,17.0,3.0,17.0,0.925471194617976,0.6647942844165147,0.2195326611610175
HYB-s13-b100-a0.50,0.6325000000000001,107.01462499999592,0.052828492068065,0.6798749999999993,0.675,9.0,4.0,9.0,17.0,0.9237582388381028,362.0,33418,Hybrid,13,100,0.5,-1,17.0,4.0,17.0,0.9167314933070017,0.6500148662158431,0.2181680130750206
RL-s0-b100-a1.00,0.6325,97.24637499999656,0.1294502365088972,1.5942499999999982,0.815,8.0,3.0,8.0,17.0,0.9204671500785542,215.0,29091,RL,0,100,1.0,-1,3.0,1.0,17.0,0.9621582435774644,0.6515744646818737,0.2758923061379226
RL-s14-b100-a1.00,0.6312500000000001,111.86199999999572,0.044484519836531,1.234374999999999,0.7075,7.0,4.0,7.0,17.0,0.9141956363345792,114.0,32970,RL,14,100,1.0,-1,17.0,7.0,17.0,0.8389040162329208,0.697214422054259,0.243150240720729
SHD-s0-b300,0.63125,111.61287499999568,0.0062288194419992,0.2387499999999999,0.6325,7.0,4.0,7.0,17.0,0.9128072877034084,103.0,33311,Shield,0,300,1.0,-1,17.0,6.0,17.0,0.8658450892834724,0.7053287541472978,0.249338322311581
HYB-s4-b300-a0.25,0.62875,105.18337499999602,0.0777053967415929,1.0061249999999986,0.7125,7.0,3.0,7.0,17.0,0.9187953769945288,114.0,30816,Hybrid,4,300,0.25,-1,6.0,3.0,17.0,0.9347464995680068,0.6711031819945953,0.2276839832806851
RL-s16-b100-a1.00,0.6275,117.29312499999544,0.0310434802946771,0.28475,0.62,6.0,3.0,6.0,17.0,0.9270838463658924,64.0,35218,RL,16,100,1.0,-1,17.0,9.0,17.0,0.817627589249074,0.6796884801030166,0.2472978640407384
RL-s16-b300-a1.00,0.62625,112.77012499999567,0.0618985190639116,0.7461249999999994,0.7125,17.0,5.0,17.0,17.0,0.8991041823480044,3457.0,35019,RL,16,300,1.0,-1,17.0,17.0,17.0,0.8223606404022771,0.6972478267535109,0.260859105056957
HYB-s2-b200-a0.50,0.62625,105.35912499999598,0.0633016764855086,0.7994999999999991,0.685,17.0,4.0,17.0,17.0,0.9129101854075468,3710.0,30590,Hybrid,2,200,0.5,-1,17.0,4.0,17.0,0.9153906755658624,0.6855240520328304,0.2304021022044343
RL-s8-b200-a1.00,0.625,113.07962499999569,0.0386152242578697,0.6984999999999992,0.675,9.0,3.0,9.0,17.0,0.922667654618445,362.0,33455,RL,8,200,1.0,-1,17.0,8.0,17.0,0.8652921345922574,0.6759180987143445,0.2463482683814225
HYB-s0-b200-a0.50,0.625,106.24587499999596,0.0603125799503569,0.7947499999999992,0.7,11.0,4.0,11.0,17.0,0.9044512892323534,730.0,30794,Hybrid,0,200,0.5,-1,7.0,4.0,17.0,0.9102738155620947,0.7002586783193949,0.2361269267971447
HYB-s4-b200-a0.25,0.625,100.64499999999629,0.0938483882834889,1.1206249999999984,0.725,17.0,3.0,17.0,17.0,0.918659073387324,3759.0,30372,Hybrid,4,200,0.25,-1,5.0,3.0,17.0,0.9310478143325336,0.695484165255846,0.2376114891492523
HYB-s11-b300-a0.25,0.62375,105.476999999996,0.0785760256140133,1.0811249999999986,0.72,17.0,6.0,17.0,17.0,0.8868742929728278,2385.0,31327,Hybrid,11,300,0.25,-1,6.0,3.0,17.0,0.9251881996292648,0.6958360607101111,0.2307150229522548
HYB-s15-b300-a0.50,0.62375,104.45162499999606,0.0637074405959355,0.7998749999999991,0.6925,17.0,3.0,17.0,17.0,0.9232039655276736,4069.0,32164,Hybrid,15,300,0.5,-1,17.0,4.0,17.0,0.9008221348626092,0.6659205639694034,0.2263883946904912
HYB-s2-b300-a0.50,0.62375,104.368374999996,0.0583107693826767,0.4158749999999998,0.6525,17.0,4.0,17.0,17.0,0.9045914203631876,3737.0,28721,Hybrid,2,300,0.5,-1,17.0,6.0,17.0,0.866500997799425,0.6942156096453227,0.2329428624864704
HYB-s0-b300-a0.50,0.62125,108.63124999999582,0.0566450184042631,0.5098749999999996,0.6425,6.0,3.0,6.0,17.0,0.936095347258068,63.0,32079,Hybrid,0,300,0.5,-1,17.0,4.0,17.0,0.9117970109020094,0.6655931514778624,0.2160022448731756
HYB-s13-b200-a0.50,0.62125,110.28524999999576,0.0462498331768437,0.3704999999999999,0.6525,17.0,3.0,17.0,17.0,0.9276092133811668,4207.0,33104,Hybrid,13,200,0.5,-1,17.0,5.0,17.0,0.8868817858109853,0.6906779358933723,0.2344867434354748
RL-s17-b100-a1.00,0.62,113.72074999999565,0.0555280537662231,0.7198749999999994,0.69,9.0,4.0,9.0,17.0,0.9019072023828242,329.0,33825,RL,17,100,1.0,-1,17.0,6.0,17.0,0.870066029287387,0.6784611339039526,0.2462703993297551
SHD-s19-b300,0.62,112.26487499999568,0.0071062332136679,0.5099999999999998,0.6575,7.0,5.0,7.0,17.0,0.8981565918359202,112.0,34714,Shield,19,300,1.0,-1,17.0,7.0,17.0,0.8395184479844279,0.6810441222083836,0.2385296029075609
